rainfall_mm,temperature_c,humidity_pct,wind_speed_kmh,river_level_m,cumulative_rain_7d,flood
1.76,29.29,55.65,14.11,1.07,7.4,0
6.57,37.99,80.96,45.22,2.83,7.12,0
5.08,33.67,96.44,51.92,2.07,3.74,0
5.27,30.04,79.81,52.72,0.92,4.23,0
3.99,28.81,92.28,47.02,0.95,11.4,0
0.65,30.38,89.65,24.48,-0.55,15.06,0
0.27,27.44,61.61,58.91,-0.34,14.07,0
66.0,19.48,76.01,22.78,18.59,15.11,0
8.37,40.21,49.38,38.32,2.4,13.37,0
7.28,30.78,72.13,9.66,0.68,22.72,0
17.07,31.99,53.83,58.83,4.92,24.77,0
3.69,29.71,84.62,42.24,-0.14,13.62,0
44.92,26.32,71.68,45.2,13.68,14.98,0
23.15,29.07,64.67,3.95,6.27,19.84,0
1.4,22.0,56.13,45.81,0.71,23.45,0
8.11,41.39,99.92,46.48,3.51,24.14,0
31.69,23.83,44.3,40.31,11.1,18.97,0
43.43,24.84,42.61,17.51,10.5,17.92,0
9.45,27.8,53.04,29.38,2.0,28.28,0
14.26,36.44,98.26,6.63,3.97,26.68,0
2.74,30.07,98.75,28.3,1.28,25.64,0
70.94,23.82,79.3,14.63,19.63,20.74,0
3.95,36.27,92.81,20.95,0.2,22.42,0
42.9,33.66,52.84,9.76,13.0,26.92,0
15.73,32.69,98.32,13.8,4.8,23.75,0
14.04,33.58,48.57,4.59,4.59,17.72,0
10.78,41.97,46.07,55.19,3.68,13.19,0
3.93,40.93,46.73,31.82,1.52,7.23,0
2.91,26.57,74.39,23.8,1.07,8.59,0
3.74,38.12,86.86,32.1,1.18,7.47,0
3.1,31.92,62.0,37.7,1.59,4.7,0
22.68,32.5,98.67,55.31,4.57,10.84,0
6.46,21.54,66.07,10.72,3.48,18.33,0
0.89,29.15,49.03,17.73,-1.94,24.54,0
52.16,25.94,67.96,58.55,14.57,38.19,0
32.28,34.14,80.74,22.27,9.46,29.6,0
39.41,35.36,89.93,1.35,12.5,29.92,0
79.2,19.63,67.53,8.86,20.76,32.0,0
2.87,29.89,75.62,1.58,0.83,30.89,0
7.57,35.61,56.04,59.4,3.06,26.02,0
21.3,29.07,78.75,16.73,7.38,20.63,0
17.86,33.65,99.16,55.41,4.66,9.81,0
2.51,31.76,42.94,59.75,0.45,13.65,0
25.38,31.71,93.19,35.99,7.0,13.08,0
3.81,28.64,73.74,1.99,0.75,12.72,0
3.8,23.92,55.13,4.9,0.11,8.74,0
11.55,24.39,97.29,28.9,2.58,6.6,0
13.48,33.55,69.0,24.37,4.48,9.48,0
13.02,30.1,59.9,36.37,4.04,12.72,0
1.44,29.31,50.89,26.33,0.92,15.32,0
31.49,27.88,54.67,56.04,9.66,13.29,0
4.63,28.47,89.97,32.08,2.09,23.46,0
2.08,35.23,76.86,41.62,1.5,22.95,0
32.94,28.32,94.79,53.79,8.14,21.85,0
46.74,23.29,53.92,8.81,13.17,22.85,0
29.72,33.72,47.27,13.78,8.69,25.2,0
24.87,28.98,40.37,6.44,7.44,18.52,0
15.97,30.16,70.47,8.38,4.12,21.08,0
12.01,38.04,99.9,30.76,4.51,16.46,0
1.37,29.9,81.7,19.27,2.39,11.31,0
7.88,31.45,58.5,25.39,2.55,9.59,0
6.99,24.11,92.61,58.95,2.18,8.55,0
4.51,28.9,86.9,9.4,2.2,6.9,0
19.28,33.05,40.92,32.45,3.92,5.35,0
10.27,22.22,89.01,5.93,3.11,7.67,0
1.27,31.0,58.03,19.11,1.36,7.38,0
3.73,30.5,48.98,31.65,0.48,11.88,0
17.25,30.21,53.58,56.8,3.95,9.25,0
1.19,35.19,68.11,23.47,0.17,8.56,0
28.58,31.67,65.49,3.89,8.51,13.56,0
10.25,37.39,57.33,23.29,2.17,15.98,0
9.83,25.03,50.33,8.74,5.04,12.61,0
13.46,30.68,85.73,13.8,3.56,16.96,0
26.12,30.42,99.41,37.09,6.68,12.75,0
6.41,24.65,86.67,4.05,1.83,12.98,0
17.0,34.78,57.76,27.88,6.01,17.92,0
12.51,41.62,54.69,36.57,3.77,16.26,0
4.66,29.91,53.06,25.31,1.88,13.69,0
31.63,32.53,48.2,1.15,8.62,18.91,0
23.95,30.42,73.08,59.13,8.67,18.37,0
16.11,26.43,76.32,22.03,5.4,21.4,0
28.52,20.9,82.33,46.71,9.6,24.61,0
30.29,26.47,80.81,19.54,9.45,18.29,0
18.48,23.04,57.54,28.5,6.37,23.3,0
27.21,38.52,59.82,23.31,7.29,21.63,0
17.93,29.42,80.89,20.55,4.89,23.28,0
17.1,28.27,60.97,1.31,6.48,17.39,0
14.46,34.45,52.76,21.6,5.9,20.35,0
20.96,24.39,62.46,53.37,5.14,21.78,0
2.59,26.17,56.33,41.42,1.03,16.63,0
31.91,30.34,45.3,8.73,9.14,18.2,0
30.82,35.14,89.81,35.47,8.55,13.28,0
0.45,32.51,91.19,53.53,0.42,16.79,0
26.21,31.24,53.19,42.0,9.01,16.56,0
2.07,30.39,43.89,8.92,1.07,10.66,0
6.12,32.0,84.33,52.07,1.52,13.4,0
20.41,31.01,52.69,18.09,6.64,11.32,0
2.63,24.85,63.61,27.24,0.43,12.6,0
25.55,30.23,43.85,31.57,8.08,14.99,0
26.77,24.63,53.58,51.03,9.43,12.15,0
10.62,30.41,87.57,55.9,1.11,10.73,0
0.1,27.6,88.26,55.78,0.83,19.47,0
5.07,42.7,52.43,0.48,-0.02,14.77,0
14.39,29.8,60.15,55.31,5.55,17.04,0
59.6,22.98,48.05,3.26,17.24,16.0,0
14.99,29.33,44.45,15.95,3.28,17.35,0
4.51,32.6,99.53,30.9,2.05,19.88,0
15.08,38.37,79.34,28.8,4.89,18.63,0
11.65,27.05,72.53,36.28,2.5,14.46,0
22.7,22.09,85.93,28.77,5.56,12.58,0
1.7,34.08,90.4,56.06,0.32,16.38,0
21.47,23.1,88.4,14.43,5.24,19.0,0
11.69,27.82,40.99,16.44,2.45,19.33,0
49.45,28.71,51.21,55.24,14.95,21.26,0
6.28,29.65,79.29,4.6,0.92,22.99,0
15.02,33.45,62.55,36.57,4.93,23.76,0
40.33,26.58,98.95,40.9,13.59,26.75,1
1.62,28.63,79.92,30.33,0.34,20.43,0
41.52,29.93,97.39,41.65,12.59,18.65,1
17.47,30.75,52.09,10.37,7.26,16.48,0
1.05,30.49,91.84,51.16,-0.87,12.1,0
5.37,32.18,59.28,8.4,2.8,16.48,0
18.47,34.22,99.37,24.05,6.61,5.99,0
1.05,31.96,49.46,4.52,1.17,7.78,0
13.09,32.27,70.98,32.71,5.22,7.83,0
6.37,22.09,87.57,40.18,2.19,10.41,0
14.55,30.25,65.96,56.47,3.78,19.03,0
0.7,32.4,68.09,44.36,1.31,25.32,0
30.78,33.64,99.18,32.47,10.37,24.25,0
54.45,26.54,65.52,55.96,17.44,26.27,0
52.05,26.7,76.24,28.71,15.66,25.7,0
20.77,27.13,43.27,33.67,5.52,24.19,0
2.09,32.68,90.53,35.77,0.82,20.2,0
21.3,35.17,78.89,24.6,7.33,15.56,0
0.37,27.96,64.24,50.31,1.14,10.56,0
0.34,34.54,40.97,11.11,-0.33,7.9,0
5.86,30.62,75.5,33.29,2.07,12.12,0
10.06,29.38,40.76,43.33,1.71,12.42,0
22.07,28.94,40.07,54.24,7.61,7.37,0
17.25,33.73,76.97,53.04,4.39,23.09,0
8.86,31.63,51.34,30.52,3.44,24.39,0
4.8,41.38,51.51,38.59,0.29,22.39,0
87.77,25.74,79.2,23.65,27.36,22.29,1
8.33,32.59,43.22,28.09,2.82,25.14,0
9.01,27.35,58.8,54.38,1.92,22.7,0
2.68,25.65,48.97,55.84,1.5,21.4,0
23.76,29.95,74.81,53.72,6.54,11.46,0
17.75,30.69,79.71,8.3,6.07,12.45,0
3.74,44.59,83.27,51.01,0.85,6.72,0
1.29,29.08,55.31,56.9,-1.33,12.05,0
17.11,24.35,45.35,21.67,4.15,14.33,0
15.94,31.37,44.72,31.12,4.35,13.73,0
4.79,19.63,65.57,46.75,2.8,13.22,0
45.2,29.54,96.75,33.72,14.46,19.42,1
2.46,30.08,53.06,59.61,2.36,16.58,0
8.49,33.97,55.4,27.34,4.2,19.68,0
43.13,34.87,46.05,42.84,12.41,21.93,0
8.16,27.48,76.33,47.56,2.26,11.15,0
15.26,29.25,80.79,29.65,4.17,18.56,0
7.6,26.17,78.58,51.42,1.61,21.31,0
4.81,24.36,91.67,32.77,-0.4,19.86,0
62.01,31.55,69.19,24.7,18.59,21.65,0
7.9,23.63,48.07,6.47,1.08,15.19,0
33.68,27.93,57.36,23.6,10.07,15.55,0
3.92,25.02,79.75,44.04,3.29,13.9,0
3.59,32.75,76.79,55.28,0.57,13.08,0
0.47,39.01,71.86,15.1,0.34,13.98,0
15.82,23.49,80.98,21.31,5.65,9.11,0
6.9,20.73,78.24,9.24,2.35,14.22,0
29.97,29.38,92.88,41.44,9.28,14.33,0
9.61,30.08,75.16,57.61,2.52,21.91,0
51.72,31.09,86.72,38.46,15.28,19.81,1
3.08,27.77,54.92,37.02,-0.04,24.41,0
30.45,29.0,80.69,33.21,9.98,28.0,0
22.48,31.84,94.13,5.31,5.0,24.91,0
22.11,35.2,63.14,43.77,7.6,18.4,0
27.94,20.22,86.75,36.12,6.98,20.95,0
21.47,28.16,83.49,39.69,7.4,13.46,0
14.76,31.07,43.57,53.93,4.07,21.57,0
2.11,25.41,74.89,47.04,-0.6,19.84,0
0.5,38.66,47.81,46.85,0.73,16.12,0
38.05,26.82,98.04,55.63,12.34,13.0,0
14.38,29.79,88.68,59.4,3.88,12.1,0
23.88,32.78,46.58,34.88,7.89,12.34,0
9.85,27.04,47.31,6.53,0.67,16.11,0
1.87,20.77,75.67,27.55,-0.76,13.19,0
2.01,27.86,60.69,47.26,1.89,7.47,0
17.35,35.15,42.09,1.66,4.98,9.6,0
8.44,28.32,72.5,3.41,0.67,7.55,0
3.36,25.77,63.27,4.03,0.31,6.9,0
10.15,34.63,46.06,43.86,2.12,6.12,0
1.0,28.35,88.12,30.07,0.13,9.47,0
13.08,27.45,94.9,22.13,3.55,6.71,0
4.7,30.75,85.4,6.34,1.59,11.7,0
23.96,33.85,89.35,43.93,7.12,5.98,0
5.57,41.91,52.99,19.26,3.03,9.34,0
9.11,34.14,55.81,15.92,3.16,7.28,0
0.18,35.8,52.51,39.14,0.51,7.05,0
1.13,27.47,85.9,33.54,1.5,6.51,0
7.48,24.87,96.88,21.74,1.85,8.82,0
9.81,30.31,83.01,38.49,1.68,5.52,0
13.75,30.54,92.89,16.27,5.33,11.27,0
5.17,24.61,78.32,47.69,1.69,13.67,0
17.81,29.12,63.26,13.76,5.48,14.12,0
29.5,32.0,65.55,9.53,8.22,12.83,0
22.7,31.8,44.52,46.95,6.19,8.93,0
0.61,32.52,41.89,42.47,1.03,10.21,0
9.82,31.45,81.73,10.96,3.93,22.31,0
1.66,27.46,66.31,6.97,1.28,15.64,0
4.16,27.43,73.13,50.3,2.04,13.81,0
64.76,24.01,73.46,46.6,20.0,14.79,0
2.31,38.92,56.64,19.64,0.82,16.45,0
10.36,30.07,68.55,39.49,2.93,17.21,0
14.44,28.88,68.25,7.45,5.54,18.55,0
18.18,25.36,63.31,30.42,5.08,9.3,0
12.3,44.68,89.24,1.12,4.06,7.99,0
0.15,24.63,67.07,23.5,-0.76,9.55,0
5.93,27.86,76.22,4.49,1.12,2.99,0
10.94,32.08,93.73,28.51,3.05,6.21,0
1.38,33.0,91.97,25.3,-0.39,0.98,0
6.48,34.79,93.43,26.66,2.74,4.67,0
0.51,39.04,56.2,2.72,-1.2,1.93,0
1.23,32.53,42.1,21.7,0.47,4.56,0
7.59,24.72,55.66,45.39,2.41,8.02,0
2.14,28.72,56.72,22.13,-1.17,12.4,0
12.57,31.54,94.56,42.91,3.33,6.72,0
17.54,40.34,78.95,22.17,5.52,11.97,0
24.19,23.01,44.9,25.39,7.68,9.43,0
3.35,36.01,48.12,33.83,0.8,10.13,0
2.75,30.9,49.34,57.04,1.5,13.38,0
1.66,34.19,77.83,6.53,0.39,8.95,0
15.18,29.49,84.12,1.97,4.57,13.3,0
18.39,25.79,91.58,36.48,5.77,9.52,0
0.48,33.75,96.44,56.95,1.07,11.52,0
41.28,33.27,52.1,59.38,11.71,17.08,0
0.8,34.86,58.59,29.05,-0.25,20.38,0
11.69,29.93,54.42,28.08,2.84,17.4,0
18.52,27.0,61.53,38.7,5.22,15.29,0
30.72,22.21,94.88,33.34,10.64,15.46,0
18.78,34.1,74.51,38.05,6.21,19.42,0
24.27,32.12,84.29,52.44,6.15,17.4,0
6.22,25.17,69.41,44.78,1.27,20.72,0
25.3,27.31,41.73,29.81,7.96,16.4,0
1.25,27.67,43.85,27.71,-0.53,19.99,0
33.78,22.59,72.28,38.38,9.41,13.81,0
11.9,25.91,83.13,27.34,4.91,19.94,0
25.5,24.33,52.92,27.47,7.04,18.55,0
9.03,27.94,83.31,0.98,3.66,16.26,0
15.47,26.31,88.64,10.44,5.9,11.62,0
11.21,21.86,64.71,29.31,2.63,12.7,0
19.73,40.11,84.79,49.36,5.03,6.47,0
1.28,36.26,64.24,16.72,0.11,6.94,0
0.93,26.1,80.7,31.36,-0.81,12.32,0
4.26,31.36,85.84,20.7,1.4,10.52,0
2.61,32.09,99.52,6.29,0.58,18.17,0
30.81,35.96,60.72,57.5,9.6,15.25,0
3.71,25.91,64.66,51.28,2.51,13.98,0
55.86,35.46,49.94,4.71,17.58,18.04,0
6.16,27.26,52.24,43.19,2.34,19.57,0
3.02,23.32,81.6,20.85,-1.06,16.67,0
23.39,33.62,95.02,59.69,7.46,18.1,0
16.13,36.45,63.68,18.14,6.56,11.03,0
10.34,42.94,50.79,14.32,0.09,13.13,0
12.16,24.0,57.11,34.07,4.34,21.34,0
19.05,33.49,67.3,50.11,5.56,27.27,0
3.89,27.95,57.44,11.55,0.32,28.41,0
84.13,33.92,54.01,42.56,26.04,23.13,1
55.21,22.65,84.16,3.68,18.27,29.89,1
15.76,23.69,40.47,55.14,5.5,21.69,0
3.34,26.12,72.35,4.86,0.63,26.64,0
17.1,30.39,87.63,54.85,4.19,11.34,0
1.12,26.79,55.97,29.45,0.48,6.56,0
0.47,33.3,76.2,26.89,1.01,10.5,0
4.47,35.13,80.13,58.4,0.95,16.16,0
9.32,33.0,79.3,59.42,2.5,12.47,0
30.41,38.09,66.75,39.01,11.94,9.29,0
19.48,32.08,60.79,7.63,6.92,16.01,0
20.36,23.92,90.16,30.37,7.26,13.99,0
8.31,36.82,85.51,31.75,1.03,22.68,0
6.37,26.97,59.28,30.87,1.2,19.4,0
6.96,34.55,46.18,34.17,2.16,15.38,0
65.91,37.87,44.31,1.12,18.77,18.78,0
0.61,32.28,45.66,42.67,1.78,18.0,0
30.26,22.52,74.97,42.74,10.49,23.12,0
12.97,25.41,43.1,6.93,3.36,22.57,0
8.66,36.61,60.22,34.21,4.38,12.87,0
19.38,29.15,85.19,34.1,5.81,23.51,0
10.0,30.4,57.66,40.95,5.59,18.74,0
31.0,33.79,85.8,5.12,9.45,13.59,0
34.64,33.48,84.73,37.59,10.97,17.48,0
8.22,31.39,54.75,16.85,3.86,21.88,0
4.86,28.96,83.73,30.42,2.74,16.47,0
13.46,28.44,84.87,46.4,4.55,19.31,0
36.52,34.29,63.85,42.34,10.81,10.72,0
3.55,32.77,52.63,7.13,1.58,13.82,0
14.63,28.71,71.28,35.47,3.57,13.12,0
14.98,35.41,95.28,58.15,4.65,18.54,0
19.81,29.35,78.38,9.41,4.83,14.72,0
2.12,25.74,50.38,51.17,-1.15,13.29,0
18.87,26.21,80.97,42.15,5.71,15.0,0
35.96,25.11,65.63,46.44,12.05,20.91,0
2.97,28.64,75.49,16.92,1.82,18.52,0
4.07,36.17,84.04,17.27,1.14,20.47,0
53.31,25.97,70.9,54.36,17.74,20.28,0
2.99,30.94,88.84,21.59,0.33,13.94,0
28.9,26.72,83.33,3.78,6.75,22.55,0
10.17,28.7,76.9,36.04,0.87,22.17,0
4.26,22.45,49.05,7.49,0.1,15.98,0
30.69,28.9,90.16,47.8,10.02,15.93,0
8.84,29.03,96.15,38.5,2.02,13.18,0
10.85,32.7,48.22,52.48,3.72,8.58,0
6.68,31.12,69.29,47.09,3.65,12.79,0
13.48,24.01,55.53,6.73,2.94,14.84,0
2.68,35.42,85.27,22.86,1.28,16.51,0
7.44,31.05,83.3,46.47,2.77,16.34,0
52.31,30.99,48.45,25.04,14.83,15.72,0
4.48,29.95,92.62,58.34,2.7,12.51,0
16.04,27.41,50.86,44.14,4.52,15.61,0
5.9,31.09,87.84,0.93,1.39,21.11,0
22.27,32.38,67.42,52.8,8.79,16.56,0
2.1,21.27,59.7,6.05,1.15,15.16,0
52.51,27.31,49.49,8.43,16.68,13.31,0
9.07,28.73,50.06,44.07,4.08,14.34,0
4.04,31.28,79.71,51.9,0.56,10.94,0
1.15,35.97,73.03,32.18,1.59,12.63,0
2.79,26.14,47.33,17.34,0.34,5.63,0
11.0,27.51,46.76,21.08,2.76,6.92,0
6.16,27.44,44.34,20.57,1.58,9.93,0
26.48,25.99,84.63,19.6,7.32,8.05,0
8.46,28.26,82.71,14.57,3.36,15.23,0
4.29,33.85,43.51,36.53,1.55,13.51,0
14.4,24.73,73.62,54.02,3.83,10.54,0
18.4,32.14,45.08,18.42,6.2,13.37,0
2.74,21.49,94.22,11.2,0.55,11.51,0
2.75,27.19,94.43,50.31,0.5,8.85,0
0.56,28.35,81.89,44.51,0.22,11.56,0
20.0,38.37,95.57,55.85,6.46,11.55,0
16.35,28.63,88.69,9.93,5.3,12.99,0
9.65,18.99,89.71,8.66,2.53,13.89,0
27.88,20.01,74.18,32.49,9.21,22.29,0
24.57,30.17,58.36,36.87,7.15,16.74,0
13.2,33.07,53.07,28.81,3.31,15.65,0
30.41,31.88,59.63,35.94,7.65,13.3,0
3.46,30.84,77.71,10.82,2.02,9.79,0
1.78,35.81,50.36,28.78,0.55,9.15,0
4.72,27.3,55.52,39.49,1.63,14.2,0
0.88,34.47,68.08,25.96,1.31,3.99,0
11.36,21.84,53.98,40.77,2.93,8.99,0
41.38,25.48,75.32,27.07,11.04,8.5,0
0.6,20.96,95.39,20.02,0.25,17.94,0
1.95,28.63,84.89,18.22,0.89,21.71,0
9.03,29.77,79.99,24.65,2.45,15.0,0
40.74,30.57,74.96,1.39,13.7,6.45,0
5.7,30.31,69.28,40.11,-0.78,10.39,0
10.62,25.36,51.19,50.71,4.3,18.71,0
0.64,29.05,93.68,21.28,0.98,28.97,0
2.41,22.51,54.91,2.76,1.18,22.55,0
64.72,36.82,45.48,59.21,16.08,26.63,0
50.34,28.48,85.0,15.82,16.39,24.39,1
0.07,27.56,50.54,7.6,-1.0,31.17,0
45.49,37.94,62.31,22.19,13.14,31.3,0
15.29,23.79,41.7,44.31,4.42,23.56,0
30.37,24.37,48.22,17.63,9.52,14.21,0
9.1,24.52,50.39,34.48,3.37,21.79,0
10.87,29.66,43.26,24.93,4.15,13.71,0
10.07,32.16,79.4,7.07,3.84,11.17,0
16.49,33.7,90.22,19.82,5.2,6.62,0
2.26,42.86,62.4,43.49,1.09,7.55,0
0.46,18.75,92.47,36.72,-0.95,8.7,0
5.52,33.04,52.8,7.19,0.91,5.53,0
18.3,27.21,59.52,9.8,6.38,15.76,0
3.38,27.07,49.04,38.44,1.85,11.96,0
16.79,26.9,77.23,48.8,5.76,12.28,0
52.55,25.46,65.19,20.97,15.25,20.51,0
1.48,38.42,76.8,35.72,1.35,16.88,0
16.75,34.21,85.7,10.24,3.86,17.08,0
8.8,30.12,72.74,18.68,3.72,20.92,0
30.39,36.76,77.66,1.22,8.86,18.76,0
2.92,22.44,96.12,46.1,2.56,17.97,0
17.7,23.35,57.94,24.06,3.79,19.2,0
27.31,19.11,61.55,48.97,9.96,19.56,0
43.4,26.5,83.06,42.5,12.66,20.92,1
17.24,30.81,76.68,49.72,4.79,26.26,0
10.31,30.51,50.71,17.14,3.29,20.11,0
14.43,30.75,62.57,11.11,3.63,21.26,0
30.48,22.94,68.07,58.31,9.07,16.54,0
12.68,34.02,65.16,43.04,3.07,18.67,0
0.46,31.2,50.7,50.04,-0.56,16.4,0
40.09,33.67,95.47,0.79,12.51,17.16,1
17.54,20.54,85.74,21.27,4.36,15.13,0
16.93,31.56,68.88,44.57,4.31,13.99,0
3.64,24.06,80.8,4.68,-0.28,17.58,0
16.13,28.01,93.84,34.04,4.34,9.31,0
7.51,32.67,48.17,25.74,3.56,9.35,0
15.8,30.46,55.02,1.06,3.89,25.52,0
1.69,25.74,72.56,14.16,-0.22,26.91,0
16.09,30.03,87.94,17.09,5.02,29.98,0
111.63,22.34,42.18,6.71,33.12,31.08,1
0.74,35.75,99.04,37.89,2.45,33.71,0
56.7,28.97,67.29,14.54,16.85,36.88,0
7.84,35.59,61.55,16.66,2.69,32.81,0
30.69,27.37,57.56,53.89,10.15,20.09,0
22.88,27.38,50.46,28.03,7.79,24.68,0
12.56,26.18,87.49,23.53,4.0,22.92,0
20.12,34.38,97.32,43.43,5.87,19.81,0
31.62,26.45,64.82,54.58,11.51,17.7,0
7.77,33.22,97.15,1.5,2.23,17.77,0
5.94,28.09,89.43,26.89,1.34,15.68,0
16.52,20.12,68.86,36.65,4.31,22.75,0
24.74,27.15,80.44,19.11,5.7,16.54,0
21.55,24.1,66.1,46.34,7.29,19.57,0
23.98,30.17,73.52,58.29,4.85,14.02,0
8.58,24.05,43.48,56.61,2.57,18.43,0
25.54,34.63,81.78,15.96,7.46,12.64,0
1.92,29.54,43.17,13.58,2.82,8.47,0
11.8,29.11,89.03,57.45,1.71,6.76,0
0.09,33.28,89.5,27.52,-0.88,5.99,0
5.89,34.82,54.22,12.5,1.63,4.86,0
6.85,29.9,59.42,42.42,1.86,8.32,0
7.57,26.14,68.88,17.07,1.72,7.02,0
17.83,21.13,75.8,16.03,5.27,9.03,0
7.38,26.57,57.24,52.75,0.95,11.87,0
8.93,26.91,75.55,9.75,3.04,7.83,0
4.07,30.54,57.87,3.86,-1.1,2.69,0
7.01,28.27,43.33,16.15,2.08,6.13,0
3.87,33.44,40.15,36.42,0.56,10.31,0
1.14,26.94,46.07,7.39,1.36,8.54,0
13.87,29.71,87.54,28.3,5.92,12.53,0
16.55,35.92,97.69,37.64,4.63,10.4,0
14.49,31.71,65.62,50.92,5.74,9.53,0
9.34,29.7,70.76,13.79,2.49,14.83,0
7.17,26.99,48.81,49.04,1.18,14.62,0
29.85,26.83,73.06,14.09,10.7,13.88,0
10.98,25.75,48.68,40.61,3.82,14.18,0
9.79,27.29,76.67,25.84,2.94,12.05,0
0.39,33.78,96.0,6.88,0.8,11.18,0
6.26,28.89,51.74,42.86,2.15,9.24,0
7.18,23.25,85.87,13.07,2.08,7.62,0
7.63,38.84,41.41,10.6,0.96,5.64,0
13.02,31.6,62.53,21.5,3.64,11.7,0
11.44,22.97,46.64,39.2,4.06,15.04,0
14.04,27.79,61.15,14.04,4.09,13.59,0
21.72,30.55,50.41,11.02,7.42,24.23,0
25.15,38.52,62.4,0.6,7.93,21.77,0
18.99,24.46,65.05,28.3,4.82,15.85,0
46.69,34.88,58.04,25.72,12.69,19.33,0
0.28,37.0,79.4,14.03,-0.07,15.12,0
3.27,26.86,95.13,3.22,0.46,15.48,0
0.11,28.61,64.04,25.76,0.37,17.08,0
15.64,24.82,51.54,47.29,3.97,13.75,0
34.25,28.98,56.24,42.92,9.66,17.75,0
4.19,29.82,91.24,51.65,2.31,17.62,0
39.27,33.3,74.3,0.57,11.93,16.77,0
0.93,35.45,67.3,57.99,-0.42,17.67,0
40.87,26.26,48.98,20.48,12.28,16.34,0
6.5,20.16,66.98,59.42,3.33,12.95,0
1.6,29.89,56.71,15.16,0.78,7.25,0
9.98,31.47,96.59,28.29,3.59,11.02,0
4.45,31.25,93.04,21.24,0.58,5.28,0
5.03,28.37,45.03,21.35,2.54,9.55,0
5.51,30.62,71.0,50.54,3.97,8.83,0
24.37,37.58,53.5,44.79,6.52,11.09,0
11.62,31.91,64.65,59.53,2.3,9.4,0
5.59,28.13,92.61,36.81,1.85,14.72,0
14.14,27.5,71.65,27.8,5.12,12.12,0
18.89,29.15,60.05,5.4,5.58,10.81,0
4.77,38.18,52.47,59.79,0.38,9.97,0
8.0,29.08,88.02,33.09,2.29,7.38,0
1.95,29.9,77.47,42.03,1.18,9.87,0
3.0,27.59,68.08,24.4,0.49,4.16,0
17.14,35.49,53.05,32.86,5.75,6.23,0
3.0,39.8,60.05,56.55,2.07,12.0,0
11.17,32.25,97.59,9.99,3.59,11.81,0
18.52,30.41,71.21,17.54,5.53,13.94,0
1.7,30.18,64.04,9.12,1.34,13.66,0
12.57,18.08,71.29,47.53,2.91,15.6,0
4.45,33.73,86.74,3.72,0.38,18.36,0
49.42,30.67,60.41,4.9,14.56,16.35,0
9.91,32.14,50.72,17.91,2.48,14.74,0
24.6,26.44,75.1,30.85,6.58,14.79,0
11.99,28.08,79.91,24.38,5.43,22.85,0
0.67,27.94,82.76,2.69,2.37,15.2,0
15.04,35.11,92.92,57.45,4.16,17.4,0
45.36,28.11,62.27,57.17,13.7,21.48,0
13.8,40.41,44.52,16.76,3.95,19.35,0
25.65,32.15,97.5,43.89,8.8,21.83,0
32.34,23.62,66.1,34.71,11.01,18.98,0
3.88,29.36,77.4,14.25,-0.61,13.32,0
3.57,26.74,79.98,15.73,1.55,17.28,0
14.16,19.03,72.79,29.47,2.94,16.08,0
7.94,38.0,52.32,25.15,4.14,12.7,0
27.48,33.52,85.31,17.47,8.68,12.8,0
34.54,32.67,88.23,48.45,9.54,16.36,0
6.54,30.83,73.18,28.89,1.72,18.99,0
4.05,23.09,69.31,39.29,0.93,15.26,0
22.75,27.58,46.84,11.36,7.35,17.86,0
4.82,34.21,45.04,32.01,2.49,14.17,0
25.94,24.74,60.37,19.08,6.63,15.11,0
8.27,17.34,58.65,31.58,4.32,19.77,0
16.52,28.86,97.22,46.85,6.56,14.4,0
1.51,29.29,87.02,46.13,-0.42,14.59,0
14.67,30.68,79.6,21.25,4.47,6.8,0
9.02,33.64,71.06,41.66,4.42,8.73,0
13.25,33.19,50.04,56.48,5.21,13.72,0
2.76,31.29,98.71,37.54,0.49,9.91,0
20.03,35.98,62.5,8.9,6.82,12.66,0
29.79,22.41,46.42,40.78,11.94,5.92,0
3.66,32.52,69.63,6.29,1.2,12.81,0
1.51,33.13,92.44,52.33,-0.18,11.47,0
0.36,23.8,93.24,31.0,0.28,11.2,0
15.41,22.49,40.66,23.11,4.87,5.76,0
14.01,26.27,93.18,3.42,3.68,4.0,0
11.87,26.69,56.29,22.85,4.0,11.98,0
3.96,33.77,42.34,54.19,-0.07,13.6,0
7.44,26.93,90.87,1.26,1.57,17.47,0
13.54,25.72,91.83,28.48,4.82,17.81,0
10.3,26.94,75.77,55.87,1.34,16.55,0
66.08,35.59,74.47,23.69,20.73,18.45,0
2.2,30.07,88.79,25.69,-1.35,19.53,0
17.82,29.1,87.18,34.71,3.61,19.9,0
7.77,29.45,93.41,27.78,1.83,22.53,0
8.38,36.46,73.16,10.12,2.8,21.6,0
18.97,26.25,98.06,1.11,7.02,20.6,0
17.69,36.58,99.77,36.59,5.36,16.71,0
71.09,31.05,46.99,55.25,21.08,18.92,0
2.06,29.2,90.97,6.38,1.2,22.15,0
1.65,42.5,69.99,12.66,-0.38,15.51,0
19.33,24.72,63.25,22.21,5.94,18.37,0
12.96,28.23,76.78,48.52,2.69,5.64,0
4.81,23.84,43.36,16.16,1.52,9.08,0
1.24,34.76,70.39,52.92,0.24,8.74,0
1.34,38.45,92.25,3.3,-0.4,10.36,0
33.69,38.35,52.81,56.46,10.27,7.68,0
3.2,36.12,65.58,33.64,1.12,11.14,0
5.86,29.01,96.37,39.53,2.93,5.42,0
